	entities	intent	text	clean_text	bow	len
3066	[]	incomprehension	What you're saying doesn't make sense	['say', 'make', 'sense']	[(78, 1), (196, 1), (1083, 1)]	3
3067	[]	incomprehension	I am not quite sure what you are talking about	['quite', 'sure', 'talk']	[(347, 1), (475, 1), (1346, 1)]	3
3068	[]	incomprehension	I just do not get them anymore	['get', 'anymore']	[(51, 1), (214, 1)]	2
3069	[]	incomprehension	Could you restate the last question for me?	['could', 'restate', 'last', 'question']	[(101, 1), (1771, 1), (1772, 1), (1773, 1)]	4
3070	[]	incomprehension	I'm sorry, but I caught only the tail end of your question	['sorry', 'catch', 'tail', 'end', 'question']	[(17, 1), (482, 1), (975, 1), (1157, 1), (1772, 1)]	5
3071	[]	incomprehension	At this stage in the discussion, certain details still have to be clarified	['stage', 'discussion', 'certain', 'detail', 'still', 'clarify']	[(18, 1), (497, 1), (1774, 1), (1775, 1), (1776, 1), (1777, 1)]	6
3072	[]	incomprehension	I'm sorry, I missed your question	['sorry', 'miss', 'question']	[(975, 1), (1081, 1), (1772, 1)]	3
3073	[]	incomprehension	I also fail to understand	['also', 'fail', 'understand']	[(389, 1), (974, 1), (1778, 1)]	3
3074	[]	incomprehension	However, there is something, that I do not understand	['however', 'something', 'understand']	[(454, 1), (974, 1), (1779, 1)]	3
3075	[]	incomprehension	If I could rephrase your question a little bit	['rephrase', 'question', 'little', 'bite']	[(3, 1), (225, 1), (1772, 1), (1780, 1)]	4
3076	[]	incomprehension	It is beyond me as well why	['beyond', 'good']	[(61, 1), (1781, 1)]	2
3077	[]	incomprehension	This question should be clarified	['question', 'clarify']	[(1772, 1), (1775, 1)]	2
3078	[]	incomprehension	I apologize, but I don't know the particular point that you're referring to	['apologize', 'know', 'particular', 'point', 'refer']	[(31, 1), (112, 1), (1782, 1), (1783, 1), (1784, 1)]	5
3079	[]	incomprehension	It is not clear from your query if this is the case	['clear', 'query', 'case']	[(976, 1), (1275, 1), (1785, 1)]	3
3080	[]	incomprehension	I wasn't clear on your first question	['clear', '_num_', 'question']	[(27, 1), (976, 1), (1772, 1)]	3
3081	[]	incomprehension	I cannot see, either	['see', 'either']	[(75, 1), (167, 1)]	2
3082	[]	incomprehension	I really am not sure if I understand your question	['really', 'sure', 'understand', 'question']	[(191, 1), (475, 1), (974, 1), (1772, 1)]	4
3083	[]	incomprehension	Can you please briefly repeat the question you have just put?	['please', 'briefly', 'repeat', 'question', 'put']	[(413, 1), (906, 1), (978, 1), (1772, 1), (1786, 1)]	5
3084	[]	incomprehension	I am not sure that I understand the rationale	['sure', 'understand', 'rationale']	[(475, 1), (974, 1), (1787, 1)]	3
3085	[]	incomprehension	your question is not clear	['question', 'clear']	[(976, 1), (1772, 1)]	2
3086	[]	incomprehension	please repeat the information back in your own words	['please', 'repeat', 'information', 'back', 'word']	[(38, 1), (906, 1), (978, 1), (1788, 1), (1789, 1)]	5
3087	[]	incomprehension	I don't understand how that process has gone on	['understand', 'process', 'go']	[(11, 1), (256, 1), (974, 1)]	3
3088	[]	incomprehension	could you repeat the ultimate question	['repeat', 'ultimate', 'question']	[(906, 1), (1772, 1), (1790, 1)]	3
3089	[]	incomprehension	Perhaps you could rephrase your question	['perhaps', 'rephrase', 'question']	[(1772, 1), (1780, 1), (1791, 1)]	3
3090	[]	incomprehension	I don't understand what you just said	['understand', 'say']	[(78, 1), (974, 1)]	2
3091	[]	incomprehension	I do not understand	['understand']	[(974, 1)]	1
3092	[]	incomprehension	Can you say that again?	['say']	[(78, 1)]	1
3093	[]	incomprehension	First of all, I am not sure what this question means	['first', 'sure', 'question', 'mean']	[(184, 1), (322, 1), (475, 1), (1772, 1)]	4
3094	[]	incomprehension	I cannot understand why	['understand']	[(974, 1)]	1
3095	[]	incomprehension	Sorry, I lost the second part of your question	['sorry', 'lose', '_num_', 'part', 'question']	[(27, 1), (483, 1), (725, 1), (975, 1), (1772, 1)]	5
3096	[]	incomprehension	That is madness	['madness']	[(676, 1)]	1
3097	[]	incomprehension	I did not understand what you said earlier	['understand', 'say', 'early']	[(78, 1), (285, 1), (974, 1)]	3
3098	[]	incomprehension	I'm not quite sure what that means	['quite', 'sure', 'mean']	[(184, 1), (347, 1), (475, 1)]	3
3099	[]	incomprehension	I do not understand anything anymore	['understand', 'anything', 'anymore']	[(126, 1), (214, 1), (974, 1)]	3
3100	[]	incomprehension	I cannot quite understand it	['quite', 'understand']	[(347, 1), (974, 1)]	2
3101	[]	incomprehension	I'm not too sure what you refer to	['sure', 'refer']	[(475, 1), (1784, 1)]	2
3102	[]	incomprehension	I don't actually understand what you mean	['actually', 'understand', 'mean']	[(184, 1), (437, 1), (974, 1)]	3
3103	[]	incomprehension	nothing was clear to me	['nothing', 'clear']	[(976, 1), (1091, 1)]	2
3104	[]	incomprehension	Excuse me, but what point are you referring to exactly?	['excuse', 'point', 'refer', 'exactly']	[(112, 1), (356, 1), (1686, 1), (1784, 1)]	4
3105	[]	incomprehension	does not understand what makes you say that	['doe', 'understand', 'make', 'say']	[(78, 1), (196, 1), (509, 1), (974, 1)]	4
3106	[]	incomprehension	Pardon me, but I don't think I heard you correctly	['pardon', 'think', 'hear', 'correctly']	[(65, 1), (490, 1), (1792, 1), (1793, 1)]	4
3107	[]	incomprehension	pardon me for interrupting	['pardon', 'interrupt']	[(1793, 1), (1794, 1)]	2
3108	[]	incomprehension	I didn't get your first name	['get', '_num_', 'name']	[(27, 1), (51, 1), (1576, 1)]	3
3109	[]	incomprehension	it is obscure	['obscure']	[(1795, 1)]	1
3110	[]	incomprehension	It is beyond me	['beyond']	[(1781, 1)]	1
3111	[]	incomprehension	the issue must be redefined and clarified	['issue', 'must', 'redefine', 'clarify']	[(57, 1), (1659, 1), (1775, 1), (1796, 1)]	4
3112	[]	incomprehension	I'm not sure exactly what you mean	['sure', 'exactly', 'mean']	[(184, 1), (475, 1), (1686, 1)]	3
3113	[]	incomprehension	If you could reiterate, I would appreciate it	['reiterate', 'would', 'appreciate']	[(119, 1), (1797, 1), (1798, 1)]	3
3114	[]	incomprehension	I did not catch the very last question	['catch', 'last', 'question']	[(101, 1), (482, 1), (1772, 1)]	3
3115	[]	incomprehension	I can't understand anything	['understand', 'anything']	[(126, 1), (974, 1)]	2
3116	[]	incomprehension	Unless I have missed something	['unless', 'miss', 'something']	[(454, 1), (1081, 1), (1799, 1)]	3
3117	[]	incomprehension	Mr. Speaker, I am sorry but I did not hear the second question	['mr', 'speaker', 'sorry', 'hear', '_num_', 'question']	[(27, 1), (490, 1), (975, 1), (1772, 1), (1800, 1), (1801, 1)]	6
3118	[]	incomprehension	It would be useful to be more specific	['would', 'useful', 'much', 'specific']	[(34, 1), (119, 1), (791, 1), (1802, 1)]	4
3119	[]	incomprehension	I didn't get the full question	['get', 'full', 'question']	[(51, 1), (117, 1), (1772, 1)]	3
3120	[]	incomprehension	Could you rephrase the question?	['could', 'rephrase', 'question']	[(1771, 1), (1772, 1), (1780, 1)]	3
3121	[]	incomprehension	I am not exactly sure whether I fully understand	['exactly', 'sure', 'whether', 'fully', 'understand']	[(475, 1), (974, 1), (1686, 1), (1768, 1), (1803, 1)]	5
3122	[]	incomprehension	I understand little	['understand', 'little']	[(3, 1), (974, 1)]	2
3123	[]	incomprehension	I can't understand this stuff	['understand', 'stuff']	[(974, 1), (1247, 1)]	2
3124	[]	incomprehension	Would you mind repeating it?	['would', 'mind', 'repeat']	[(119, 1), (393, 1), (906, 1)]	3
3125	[]	incomprehension	it is not obvious	['obvious']	[(1804, 1)]	1
3126	[]	incomprehension	I am not sure I follow the details of the question	['sure', 'follow', 'detail', 'question']	[(455, 1), (475, 1), (1772, 1), (1776, 1)]	4
3127	[]	incomprehension	It does not make any sense	['doe', 'make', 'sense']	[(196, 1), (509, 1), (1083, 1)]	3
3128	[]	incomprehension	I hesitate to ask you to repeat the question	['hesitate', 'ask', 'repeat', 'question']	[(906, 1), (1385, 1), (1772, 1), (1805, 1)]	4
3129	[]	incomprehension	I don't understand something	['understand', 'something']	[(454, 1), (974, 1)]	2
3130	[]	incomprehension	It absolutely makes no sense	['absolutely', 'make', 'sense']	[(196, 1), (224, 1), (1083, 1)]	3
3131	[]	incomprehension	I therefore believe that the issue must be clarified	['therefore', 'believe', 'issue', 'must', 'clarify']	[(57, 1), (300, 1), (1659, 1), (1775, 1), (1806, 1)]	5
3132	[]	incomprehension	I ask your pardon	['ask', 'pardon']	[(1385, 1), (1793, 1)]	2
3133	[]	incomprehension	You're talking like some kind of crazy	['talk', 'like', 'kind', 'crazy']	[(233, 1), (364, 1), (1346, 1), (1807, 1)]	4
3134	[]	incomprehension	I was a little uncertain	['little', 'uncertain']	[(3, 1), (1808, 1)]	2
3135	[]	incomprehension	i don't understand	['understand']	[(974, 1)]	1
3136	[]	incomprehension	I am not quite sure exactly	['quite', 'sure', 'exactly']	[(347, 1), (475, 1), (1686, 1)]	3
3137	[]	incomprehension	I'm not sure I understand what you're trying to tell me	['sure', 'understand', 'try', 'tell']	[(26, 1), (475, 1), (974, 1), (1219, 1)]	4
3138	[]	incomprehension	I must admit that I may not have completely grasped the subtlety of this comment	['must', 'admit', 'may', 'completely', 'grasp', 'subtlety', 'comment']	[(187, 1), (374, 1), (1659, 1), (1809, 1), (1810, 1), (1811, 1), (1812, 1)]	7
3139	[]	incomprehension	I am not absolutely sure if I understand	['absolutely', 'sure', 'understand']	[(224, 1), (475, 1), (974, 1)]	3
3140	[]	incomprehension	I'm sorry, could you just repeat that?	['sorry', 'repeat']	[(906, 1), (975, 1)]	2
3141	[]	incomprehension	Could you please repeat what you said?	['could', 'please', 'repeat', 'say']	[(78, 1), (906, 1), (978, 1), (1771, 1)]	4
3142	[]	incomprehension	So that is completely unclear to me	['completely', 'unclear']	[(374, 1), (1770, 1)]	2
3143	[]	incomprehension	I'm a little confused about it	['little', 'confuse']	[(3, 1), (1678, 1)]	2
3144	[]	incomprehension	I do not get it	['get']	[(51, 1)]	1
3145	[]	incomprehension	I don't think I totally understand what you're asking me	['think', 'totally', 'understand', 'ask']	[(65, 1), (272, 1), (974, 1), (1385, 1)]	4
3146	[]	incomprehension	Could you confirm this for me?	['could', 'confirm']	[(1771, 1), (1813, 1)]	2
3147	[]	incomprehension	I cannot clearly understand what you did	['clearly', 'understand']	[(974, 1), (1814, 1)]	2
3148	[]	incomprehension	There is something I do not understand	['something', 'understand']	[(454, 1), (974, 1)]	2
3149	[]	incomprehension	That is totally wrong-headed	['totally', 'wrong', 'head']	[(272, 1), (559, 1), (1031, 1)]	3
3150	[]	incomprehension	It could be that I wasn't clear either	['clear', 'either']	[(75, 1), (976, 1)]	2
3151	[]	incomprehension	This is misleading	['mislead']	[(1815, 1)]	1
3152	[]	incomprehension	I am not quite sure what the point was	['quite', 'sure', 'point']	[(112, 1), (347, 1), (475, 1)]	3
3153	[]	incomprehension	I beg your pardon	['beg', 'pardon']	[(1793, 1), (1816, 1)]	2
3154	[]	incomprehension	I am confused	['confuse']	[(1678, 1)]	1
3155	[]	incomprehension	our discussion may be a little confused	['discussion', 'may', 'little', 'confuse']	[(3, 1), (187, 1), (1678, 1), (1777, 1)]	4
3156	[]	incomprehension	I did not really understand it straight up	['really', 'understand', 'straight']	[(150, 1), (191, 1), (974, 1)]	3
3157	[]	incomprehension	I'm not sure I understand your question	['sure', 'understand', 'question']	[(475, 1), (974, 1), (1772, 1)]	3
3158	[]	incomprehension	I do not know what you are talking about	['know', 'talk']	[(31, 1), (1346, 1)]	2
3159	[]	incomprehension	I do not know what you mean	['know', 'mean']	[(31, 1), (184, 1)]	2
3160	[]	incomprehension	I cannot understand what you are driving at	['understand', 'drive']	[(533, 1), (974, 1)]	2
3161	[]	incomprehension	If you could just confirm	['confirm']	[(1813, 1)]	1
3162	[]	incomprehension	Don't know anything about that	['know', 'anything']	[(31, 1), (126, 1)]	2
3163	[]	incomprehension	It just doesn't add up	['add']	[(1817, 1)]	1
3164	[]	incomprehension	I just want to get things right	['want', 'get', 'thing', 'right']	[(51, 1), (59, 1), (431, 1), (506, 1)]	4
3165	[]	incomprehension	the purpose is not obvious to me	['purpose', 'obvious']	[(1804, 1), (1818, 1)]	2
3166	[]	incomprehension	I don't think I understand what you really mean	['think', 'understand', 'really', 'mean']	[(65, 1), (184, 1), (191, 1), (974, 1)]	4
3167	[]	incomprehension	Could you expand on that a little bit, please?	['could', 'expand', 'little', 'bite', 'please']	[(3, 1), (225, 1), (978, 1), (1771, 1), (1819, 1)]	5
3168	[]	incomprehension	I misunderstood you; I apologize	['misunderstand', 'apologize']	[(1782, 1), (1820, 1)]	2
3169	[]	incomprehension	I did not catch you	['catch']	[(482, 1)]	1
3170	[]	incomprehension	This issue must in fact be clarified	['issue', 'must', 'fact', 'clarify']	[(57, 1), (1659, 1), (1719, 1), (1775, 1)]	4
3171	[]	positiveEmo	She was over the moon with her new bicycle	['moon', 'new', 'bicycle']	[(245, 1), (1154, 1), (1821, 1)]	3
3172	[]	positiveEmo	She's a very positive person and never lets anything get her down.	['positive', 'person', 'never', 'let', 'anything', 'get']	[(51, 1), (126, 1), (406, 1), (710, 1), (1122, 1), (1822, 1)]	6
3173	[]	positiveEmo	i am confident in the future	['confident', 'future']	[(1092, 1), (1179, 1)]	2
3174	[]	positiveEmo	I feel terrific today!	['feel', 'terrific', 'today']	[(104, 1), (157, 1), (1823, 1)]	3
3175	[]	positiveEmo	When he asked her to marry him she was ecstatic	['ask', 'marry', 'ecstatic']	[(1369, 1), (1385, 1), (1824, 1)]	3
3176	[]	positiveEmo	i know my friend loves me	['know', 'friend', 'love']	[(31, 1), (144, 1), (190, 1)]	3
3177	[]	positiveEmo	I was overjoyed at the birth of my son.	['overjoyed', 'birth', 'son']	[(1825, 1), (1826, 1), (1827, 1)]	3
3178	[]	positiveEmo	I'm excited by the new opportunities that the internet brings	['excite', 'new', 'opportunity', 'internet', 'bring']	[(245, 1), (1828, 1), (1829, 1), (1830, 1), (1831, 1)]	5
3179	[]	positiveEmo	i am on cloud nine	['cloud', 'nine']	[(118, 1), (1832, 1)]	2
3180	[]	positiveEmo	I was completely relaxed after I came back from holiday	['completely', 'relax', 'come', 'back', 'holiday']	[(38, 1), (74, 1), (374, 1), (1171, 1), (1833, 1)]	5
3181	[]	positiveEmo	i feel delighted about my condition	['feel', 'delight', 'condition']	[(104, 1), (758, 1), (1181, 1)]	3
3182	[]	positiveEmo	people see me as courageous and energetic	['people', 'see', 'courageous', 'energetic']	[(167, 1), (1134, 1), (1834, 1), (1835, 1)]	4
3183	[]	positiveEmo	i feel great	['feel', 'great']	[(104, 1), (1065, 1)]	2
3184	[]	positiveEmo	i'm so fortunate nowadays	['fortunate', 'nowadays']	[(1836, 1), (1837, 1)]	2
3185	[]	positiveEmo	I feel lucky today!	['feel', 'lucky', 'today']	[(104, 1), (157, 1), (1838, 1)]	3
3186	[]	positiveEmo	I'm delighted that I got the job. It's just what I always wanted.	['delight', 'get', 'job', 'always', 'want']	[(51, 1), (59, 1), (227, 1), (1181, 1), (1325, 1)]	5
3187	[]	positiveEmo	i am certain that all will turn out right	['certain', 'turn', 'right']	[(431, 1), (551, 1), (1774, 1)]	3
3188	[]	positiveEmo	I felt wonderful after such a relaxing weekend	['feel', 'wonderful', 'relax', 'weekend']	[(104, 1), (1152, 1), (1171, 1), (1345, 1)]	4
3189	[]	positiveEmo	I feel great today!	['feel', 'great', 'today']	[(104, 1), (157, 1), (1065, 1)]	3
3190	[]	positiveEmo	i will always be thankful for life	['always', 'thankful', 'life']	[(154, 1), (227, 1), (1839, 1)]	3
3191	[]	positiveEmo	i'm excited to see you	['excite', 'see']	[(167, 1), (1829, 1)]	2
3192	[]	positiveEmo	i am satisfied with my life	['satisfy', 'life']	[(154, 1), (1147, 1)]	2
3193	[]	positiveEmo	i am inspired by my work	['inspire', 'work']	[(24, 1), (1722, 1)]	2
3194	[]	positiveEmo	i am flying high	['fly', 'high']	[(305, 1), (1840, 1)]	2
3195	[]	positiveEmo	i feel wonderful	['feel', 'wonderful']	[(104, 1), (1152, 1)]	2
3196	[]	positiveEmo	I felt ecstatic when I passed my exam.	['feel', 'ecstatic', 'pass', 'exam']	[(104, 1), (1824, 1), (1841, 1), (1842, 1)]	4
3197	[]	positiveEmo	I'm confident that we can find a solution to this problem.	['confident', 'find', 'solution', 'problem']	[(79, 1), (548, 1), (549, 1), (1179, 1)]	4
3198	[]	positiveEmo	I was happy when my friend  came to stay.	['happy', 'friend', 'come', 'stay']	[(74, 1), (190, 1), (443, 1), (585, 1)]	4
3199	[]	negativeEmo	I was unhappy to hear my doctor's assessment	['unhappy', 'hear', 'doctor', 'assessment']	[(243, 1), (490, 1), (1126, 1), (1843, 1)]	4
3200	[]	negativeEmo	I was cross with him for not helping me, as he said he would	['cross', 'help', 'say', 'would']	[(69, 1), (78, 1), (119, 1), (1200, 1)]	4
3201	[]	negativeEmo	She was angry with her boss for criticising her work.	['angry', 'boss', 'criticise', 'work']	[(24, 1), (1844, 1), (1845, 1), (1846, 1)]	4
3202	[]	negativeEmo	I was furious with him for breaking my favourite vase	['furious', 'break', 'favourite', 'vase']	[(540, 1), (1847, 1), (1848, 1), (1849, 1)]	4
3203	[]	negativeEmo	I was offended by what she said.	['offend', 'say']	[(78, 1), (1850, 1)]	2
3204	[]	negativeEmo	I'm very annoyed with him. He hasn't returned any of my calls.	['annoy', 'return', 'call']	[(516, 1), (1010, 1), (1348, 1)]	3
3205	[]	negativeEmo	I feel down at the moment, I think I should talk to a counsellor.	['feel', 'moment', 'think', 'talk', 'counsellor']	[(65, 1), (104, 1), (1159, 1), (1346, 1), (1851, 1)]	5
3206	[]	negativeEmo	I was very angry with him for not helping me, as he said he would.	['angry', 'help', 'say', 'would']	[(69, 1), (78, 1), (119, 1), (1844, 1)]	4
3207	[]	negativeEmo	What's the matter with him? He's so down in the dumps these days.	['matt', 'dump', 'day']	[(1, 1), (352, 1), (1100, 1)]	3
3208	[]	negativeEmo	They were appalled to hear that they would lose their jobs.	['appall', 'hear', 'would', 'lose', 'job']	[(119, 1), (483, 1), (490, 1), (1325, 1), (1852, 1)]	5
3209	[]	negativeEmo	After he failed his English exam, he was depressed for a week.	['fail', 'english', 'exam', 'depress', 'week']	[(4, 1), (218, 1), (1778, 1), (1841, 1), (1853, 1)]	5
3210	[]	negativeEmo	I felt a little apprehensive before my interview.	['feel', 'little', 'apprehensive', 'interview']	[(3, 1), (104, 1), (1854, 1), (1855, 1)]	4
3211	[]	negativeEmo	He betrayed my trust when he repeated my secret to everyone.	['betray', 'trust', 'repeat', 'secret', 'everyone']	[(906, 1), (1740, 1), (1856, 1), (1857, 1), (1858, 1)]	5
3212	[]	negativeEmo	His behaviour irritated me.	['behaviour', 'irritate']	[(913, 1), (1859, 1)]	2
3213	[]	negativeEmo	i'm rather pessimistic about my health	['rather', 'pessimistic', 'health']	[(238, 1), (501, 1), (1860, 1)]	3
3214	[]	negativeEmo	She was disappointed by her son's poor results at school.	['disappoint', 'son', 'poor', 'result', 'school']	[(306, 1), (408, 1), (1716, 1), (1827, 1), (1861, 1)]	5
3215	[]	negativeEmo	I felt so embarrassed that I went bright red	['feel', 'embarrass', 'go', 'bright', 'red']	[(11, 1), (104, 1), (1667, 1), (1862, 1), (1863, 1)]	5
